State,City,Postcode,State Population Rank,Household Income,Median Age,Population,Race White,Starbucks Count
WI,MINDORO,54644,22,50893,37.4,1489,1466,145
CA,SACRAMENTO,95830,1,50893,50.1,792,400,2821
MO,LA RUSSELL,64848,21,50885,35.7,825,760,188
IN,NEW HAVEN,46774,16,50884,35.5,17308,16459,221
NE,COMSTOCK,68828,38,50882,46.1,310,310,58
NY,LAKEWOOD,14750,4,50881,46.7,4269,4056,645
OK,LAMONT,74643,35,50875,50.4,423,386,79
KY,FANCY FARM,42039,26,50875,39.3,1808,1803,116
PA,UTICA,16362,11,50875,45.3,1264,1250,357
WI,JEFFERSON,53549,22,50868,41.7,10116,9583,145
MA,REVERE,02151,23,50865,38.9,53109,40438,273
IN,TWELVE MILE,46988,16,50862,42.6,876,849,221
MI,ERIE,48133,14,50859,42.3,5753,5455,283
TX,CARTHAGE,75633,2,50859,35.5,14874,11690,1042
OH,BROOKFIELD,44403,7,50854,52.5,3923,3832,377
IL,OREGON,61061,5,50848,51,6524,6387,575
IN,BRISTOW,47515,16,50848,46.6,862,862,221
CA,PHELAN,92371,1,50847,40.9,15846,13471,2821
CT,WEST HAVEN,06516,30,50846,36.2,55189,35787,123
WI,RACINE,53405,22,50845,36.3,25196,19646,145
OH,DEFIANCE,43512,7,50840,39.9,27814,25198,377
PA,MIDDLEBURG,17842,11,50839,43.2,8586,8448,357
FL,MIAMI,33193,3,50838,39.6,50653,46227,694
CO,BEULAH,81023,13,50833,48.3,1285,1224,481
ND,MICHIGAN,58259,49,50833,54.5,344,343,13
MN,LEONARD,56652,20,50833,43.8,491,488,184
VA,DUNNSVILLE,22454,9,50833,45.4,1693,995,432
TX,CHINA,77613,2,50833,47.3,944,846,1042
IL,BUCKLEY,60918,5,50833,50.3,809,795,575
CO,CHEYENNE WELLS,80810,13,50833,43,1164,1108,481
IA,GRUNDY CENTER,50638,32,50833,41.7,3320,3279,89
SD,LUDLOW,57755,43,50833,48.7,118,118,25
GA,DAISY,30423,10,50833,45.3,191,130,326
NY,SARANAC LAKE,12983,4,50833,47,7702,7406,645
OK,COPAN,74022,35,50833,43.9,1931,1314,79
MI,PARIS,49338,14,50833,48.4,1494,1384,283
VA,GREENBACKVILLE,23356,9,50833,43,1221,1221,432
TX,EAST BERNARD,77435,2,50829,38.2,4641,4429,1042
WA,ENTIAT,98822,6,50823,51.6,2118,2020,757
IN,GREENSBURG,47240,16,50822,39.2,21254,20487,221
NH,FARMINGTON,03835,46,50821,39.6,6825,6757,29
IL,WARSAW,62379,5,50821,43.5,1917,1863,575
IN,AURORA,47001,16,50821,43.6,10547,10307,221
PA,ROCHESTER,15074,11,50818,45.6,8988,8031,357
NJ,BELVIDERE,07823,18,50816,50,7489,7158,261
WI,HIGHLAND,53543,22,50815,40.7,1647,1576,145
NJ,MALAGA,08328,18,50814,42.6,1458,1275,261
KS,LENORA,67645,29,50813,50.4,695,663,94
GA,WARTHEN,31094,10,50813,50.9,1026,689,326
LA,GREENWOOD,71033,28,50812,43.3,3405,1950,84
MI,ALLEGAN,49010,14,50811,40.1,17856,16839,283
VA,BUCHANAN,24066,9,50810,48.1,4646,4443,432
MD,BALTIMORE,21239,15,50809,35.5,31849,4177,257
ID,MCCAMMON,83250,36,50806,46.3,1291,1234,67
PA,ADDISON,15411,11,50804,47.9,797,793,357
IL,WILLIAMSFIELD,61489,5,50804,39.9,913,908,575
NJ,SOMERS POINT,08244,18,50800,37.8,10959,8577,261
UT,KANOSH,84637,27,50795,42.6,570,519,101
IL,WESTFIELD,62474,5,50795,45.2,1051,1047,575
ND,FORMAN,58032,49,50795,41.3,778,734,13
TX,PIPE CREEK,78063,2,50792,46.2,9444,8915,1042
NJ,BELLMAWR,08031,18,50784,41.5,11507,9889,261
NY,LOCKWOOD,14859,4,50781,48.9,831,819,645
NY,LAKE HUNTINGTON,12752,4,50781,49.3,221,213,645
KS,ESKRIDGE,66423,29,50781,44.8,985,963,94
KS,CAMBRIDGE,67023,29,50781,45.2,235,232,94
NE,WYNOT,68792,38,50781,49.6,390,383,58
IL,CARTHAGE,62321,5,50779,45.6,3971,3908,575
NJ,LODI,07644,18,50774,36.5,24590,17707,261
IA,SAINT ANSGAR,50472,32,50774,48.1,2122,2114,89
GA,GILLSVILLE,30543,10,50770,38.7,4434,4032,326
WV,ELLENBORO,26346,47,50769,46.2,1006,1005,25
PA,IMLER,16655,11,50769,48.3,1487,1470,357
AL,LINCOLN,35096,33,50766,41.9,7786,5926,85
IL,LOVES PARK,61111,5,50761,38.4,24571,22330,575
PA,ALBRIGHTSVILLE,18210,11,50753,38.9,8248,6665,357
PA,YORK,17404,11,50751,38.4,35495,27159,357
MS,SUMNER,38957,39,50750,44.7,508,337,32
NY,WEST LEYDEN,13489,4,50750,44.6,644,614,645
OK,ALINE,73716,35,50750,45.7,450,414,79
OK,DEVOL,73531,35,50750,36.2,446,374,79
MO,RHINELAND,65069,21,50750,38.9,772,739,188
SD,VIVIAN,57576,43,50750,53.8,111,103,25
KS,HUDSON,67545,29,50750,50.6,216,215,94
PA,ULSTER,18850,11,50750,42.3,2157,2080,357
MN,GROVE CITY,56243,20,50750,38.4,1758,1727,184
OH,AKRON,44303,7,50745,47,7598,6050,377
ND,JAMESTOWN,58401,49,50740,40.7,17350,16335,13
IN,DUBOIS,47527,16,50737,35.3,2053,1997,221
TX,HENRIETTA,76365,2,50735,44.4,4633,4469,1042
LA,LORANGER,70446,28,50732,40,6941,6062,84
IN,MONTICELLO,47960,16,50730,47,14924,14213,221
MS,GREENWOOD SPRINGS,38848,39,50729,37.9,935,935,32
IL,CUBA,61427,5,50729,45.2,2329,2209,575
MO,FESTUS,63028,21,50728,41.6,26690,25359,188
MD,ACCIDENT,21520,15,50727,41.9,2241,2210,257
PA,JOHNSTOWN,15905,11,50726,49.6,20306,19408,357
KS,ELLSWORTH,67439,29,50724,42.2,3674,3168,94
ME,EDDINGTON,04428,48,50721,43.2,3320,3295,30
IL,MORRISON,61270,5,50720,42.9,7177,6891,575
PA,NORTHUMBERLAND,17857,11,50719,46.1,7476,7342,357
MA,EVERETT,02149,23,50718,35.8,43717,27843,273
GA,PENDERGRASS,30567,10,50717,39.6,3245,2977,326
KS,ROCK,67131,29,50714,51.1,256,251,94
IA,AREDALE,50605,32,50714,48.5,165,165,89
NC,ATLANTIC,28511,12,50714,48.3,672,672,338
WV,GREEN BANK,24944,47,50714,36.1,525,525,25
NY,AU SABLE FORKS,12912,4,50714,41.8,2124,2071,645
MT,FLAXVILLE,59222,42,50714,45.5,149,145,36
OK,MARLOW,73055,35,50709,43.3,9991,8664,79
IN,GRABILL,46741,16,50708,36.9,4462,4363,221
MO,MOUND CITY,64470,21,50707,43.9,1719,1671,188
VA,BROADWAY,22815,9,50704,40.9,8221,7839,432
GA,MADISON,30650,10,50702,41.9,11205,7508,326
MN,SPRINGFIELD,56087,20,50702,45.4,3078,2980,184
WI,CAMP DOUGLAS,54618,22,50700,43.3,2280,2124,145
MT,CLINTON,59825,42,50694,40.1,2550,2505,36
IA,HARTLEY,51346,32,50694,48.7,2299,2187,89
TX,STRATFORD,79084,2,50694,36.3,2465,2228,1042
WA,THORP,98946,6,50694,46.3,595,584,757
IA,DUNLAP,51529,32,50691,40.3,1948,1856,89
IN,HOPE,47246,16,50688,40.7,4660,4533,221
IA,BROOKLYN,52211,32,50685,45.2,2483,2469,89
WI,SARONA,54870,22,50682,54.3,1599,1562,145
OH,GLENMONT,44628,7,50682,37.3,1072,1070,377
OK,MCLOUD,74851,35,50680,39.9,10100,7922,79
KY,LEBANON JUNCTION,40150,26,50676,43.6,3797,3644,116
TX,BEAUMONT,77707,2,50674,35.3,17324,10075,1042
ME,BETHEL,04217,48,50673,50.7,2859,2842,30
PA,CATAWISSA,17820,11,50673,46.1,5464,5343,357
AR,CHARLESTON,72933,37,50673,39.4,5186,4821,55
OK,DUKE,73532,35,50673,49.2,466,410,79
IN,TIPTON,46072,16,50670,40.6,9645,9356,221
NE,MAYWOOD,69038,38,50662,39.3,531,520,58
NY,ANDOVER,14806,4,50662,42.6,2136,2056,645
OH,CORTLAND,44410,7,50660,47.6,16698,16209,377
KY,BEE SPRING,42207,26,50656,41.3,1447,1447,116
IN,BROWNSTOWN,47220,16,50656,40.3,5623,5464,221
IL,ROSSVILLE,60963,5,50655,36.6,2107,2078,575
FL,HIGH SPRINGS,32643,3,50655,42.1,10958,9522,694
OK,PURCELL,73080,35,50653,37.6,9666,7843,79
MA,TAUNTON,02780,23,50653,40.5,49836,43521,273
VA,LANCASTER,22503,9,50652,49.3,4439,2616,432
OH,EAST CANTON,44730,7,50635,40.4,6175,5949,377
AL,TALLASSEE,36078,33,50630,37.2,12916,9734,85
ND,MCHENRY,58464,49,50625,48.5,274,272,13
KS,JETMORE,67854,29,50625,48.4,1373,1306,94
MN,PUPOSKY,56667,20,50625,36.9,705,666,184
NE,HARVARD,68944,38,50625,49.5,1070,964,58
MA,CUMMINGTON,01026,23,50625,48.7,1036,985,273
OK,LAMAR,74850,35,50625,50.6,362,202,79
ID,CULDESAC,83524,36,50625,46.5,1007,847,67
KS,ELLIS,67637,29,50625,39.8,2720,2637,94
AK,ATKA,99547,41,50625,49.5,66,13,49
IN,BURLINGTON,46915,16,50625,46.4,624,597,221
WI,STOCKBRIDGE,53088,22,50625,41.5,424,417,145
SD,RELIANCE,57569,43,50625,44.1,442,334,25
UT,TROPIC,84776,27,50625,37.2,700,684,101
PA,STARRUCCA,18462,11,50625,47.8,435,423,357
NY,DRESDEN,14441,4,50625,36.5,462,426,645
WV,SMITHVILLE,26178,47,50625,51.6,477,477,25
NY,GILBERTSVILLE,13776,4,50625,50,556,513,645
IL,HAMMOND,61929,5,50625,42.2,708,703,575
TX,FLORENCE,76527,2,50625,39.3,4086,3952,1042
OH,LONDONDERRY,45647,7,50625,45,2243,2216,377
MI,TWIN LAKE,49457,14,50625,38.6,10916,10319,283
PA,HEGINS,17938,11,50625,42.4,2545,2545,357
VA,CHARLES CITY,23030,9,50612,48.8,4933,2162,432
TX,BELLVILLE,77418,2,50612,41.6,9946,8785,1042
MI,BURLINGTON,49029,14,50605,40,1585,1533,283
MI,KEEGO HARBOR,48320,14,50604,40.9,4553,4053,283
TX,SUNRAY,79086,2,50603,38.1,2306,2123,1042
WI,MELROSE,54642,22,50603,39.5,2063,1980,145
NC,WADE,28395,12,50602,35.1,2524,1975,338
WI,PEPIN,54759,22,50598,50.9,1488,1463,145
TX,KOUNTZE,77625,2,50598,40.7,8266,7327,1042
KS,KIOWA,67070,29,50595,43.7,1128,1083,94
MO,TEBBETTS,65080,21,50594,54.6,751,546,188
AR,ALMA,72921,37,50593,35.7,14446,13539,55
IN,BROOK,47922,16,50588,37.5,1439,1335,221
IL,DECATUR,62521,5,50588,42.9,35676,28204,575
NC,CONCORD,28025,12,50588,37.5,51996,40297,338
MO,UNION,63084,21,50586,37.5,17887,17459,188
NY,PLATTSBURGH,12903,4,50583,46.2,1222,1179,645
GA,SOCIAL CIRCLE,30025,10,50583,39.9,9312,7299,326
NE,TEKAMAH,68061,38,50583,45.1,2330,2224,58
WV,CANVAS,26662,47,50581,46.8,1210,1139,25
CA,OCEANO,93445,1,50578,36.6,7659,5723,2821
GA,CRAWFORD,30630,10,50577,45.1,2347,1441,326
VT,ROCHESTER,05767,51,50577,50.1,1052,1016,8
IA,EARLING,51530,32,50573,42.7,1042,1022,89
PA,GIRARD,16417,11,50571,41.7,8095,7816,357
AL,BILLINGSLEY,36006,33,50568,43.5,1439,1232,85
NC,JULIAN,27283,12,50568,45.2,2782,2622,338
PA,STONEBORO,16153,11,50568,44.6,2608,2600,357
ND,LEEDS,58346,49,50568,43.1,696,680,13
IN,ECKERTY,47116,16,50568,49.2,706,706,221
NY,BOICEVILLE,12412,4,50568,49.7,532,384,645
IN,NEWBERRY,47449,16,50563,44.3,457,440,221
MN,BRICELYN,56014,20,50563,44.9,711,696,184
MS,FLORENCE,39073,39,50562,39.5,19331,16396,32
OR,RAINIER,97048,17,50560,44.9,6759,6221,359
IA,MAYNARD,50655,32,50556,41.1,771,762,89
IL,LEE,60530,5,50556,44.2,464,441,575
VA,TOMS BROOK,22660,9,50547,40.6,1984,1854,432
OK,GAGE,73843,35,50547,48.1,950,915,79
VA,SCOTTSVILLE,24590,9,50545,41.6,8346,7275,432
WA,RICE,99167,6,50543,48.5,584,557,757
OK,MENO,73760,35,50536,41,440,410,79
CO,ALMA,80420,13,50536,40.3,850,838,481
LA,BALL,71405,28,50536,37.5,5979,5454,84
TN,WILLISTON,38076,19,50536,48.8,828,418,180
NY,FLEISCHMANNS,12430,4,50530,49.1,1069,957,645
ID,FRUITLAND,83619,36,50529,36.7,7369,6865,67
VA,FLOYD,24091,9,50525,44.6,7176,6902,432
NY,OTEGO,13825,4,50515,46.7,3506,3347,645
CO,COLLBRAN,81624,13,50515,35.4,1365,1251,481
NY,PERRY,14530,4,50513,42.5,5322,5289,645
MI,WOODLAND,48897,14,50511,44.3,1365,1265,283
IL,STAUNTON,62088,5,50510,47.8,6592,6482,575
LA,HINESTON,71438,28,50509,37.9,1672,1592,84
WI,BEAVER DAM,53916,22,50509,42.6,22492,21418,145
VA,BUMPASS,23024,9,50506,43,8911,7420,432
OH,AUSTINBURG,44010,7,50500,43.9,1714,1688,377
NY,CONSTABLE,12926,4,50500,44.2,2015,1967,645
MO,CORDER,64021,21,50500,37.6,663,652,188
IA,LOWDEN,52255,32,50500,47,1202,1123,89
NY,STONY CREEK,12878,4,50500,52.1,774,742,645
IL,SAINTE MARIE,62459,5,50500,40.9,273,273,575
IL,BUTLER,62015,5,50500,50.7,388,373,575
MO,BEULAH,65436,21,50500,52.1,81,24,188
MI,BARODA,49101,14,50500,43.1,2923,2687,283
NC,GLENVILLE,28736,12,50500,48.5,957,784,338
MN,BLUE EARTH,56013,20,50492,49.6,4389,4232,184
MN,WYKOFF,55990,20,50486,45.5,810,806,184
NE,POLK,68654,38,50481,48.7,495,492,58
TX,LOCKHART,78644,2,50481,36.2,18282,13304,1042
WI,WEYAUWEGA,54983,22,50477,43.9,4456,4252,145
TX,BLOOMING GROVE,76626,2,50476,41.4,1578,1420,1042
KS,HARPER,67058,29,50475,46.1,1896,1790,94
IL,WYANET,61379,5,50469,35.6,1512,1473,575
NY,FORESTVILLE,14062,4,50469,48.2,3016,2851,645
NY,BLOOMVILLE,13739,4,50469,46.3,860,824,645
IL,GERMAN VALLEY,61039,5,50469,41.7,904,895,575
NV,ALAMO,89001,24,50469,35.2,1326,1325,253
NC,EURE,27935,12,50469,42.7,1600,1155,338
WI,MERRILL,54452,22,50461,43.5,18941,18386,145
MI,JACKSON,49201,14,50457,41.2,45462,38435,283
PA,ALBION,16401,11,50456,42.4,6706,5511,357
NY,GAINESVILLE,14066,4,50455,46.2,1055,1032,645
OK,EL RENO,73036,35,50453,35.4,19860,14091,79
GA,WRAY,31798,10,50452,42.1,896,776,326
KS,CLAY CENTER,67432,29,50449,42.8,6057,5825,94
NC,ZEBULON,27597,12,50447,39,23496,16998,338
MO,POLO,64671,21,50446,44.6,2066,1949,188
TX,HALLETTSVILLE,77964,2,50446,46.2,8259,7267,1042
IA,KNOXVILLE,50138,32,50446,41.6,11315,11002,89
AL,SEALE,36875,33,50445,41.6,4538,3234,85
FL,HORSESHOE BEACH,32648,3,50444,36.6,468,442,694
KS,SABETHA,66534,29,50441,41.4,3766,3695,94
VT,VERSHIRE,05079,51,50441,40,715,615,8
OH,DAYTON,45415,7,50439,46.4,12684,7433,377
SC,MONCKS CORNER,29461,25,50435,39,33320,21197,131
NY,BUFFALO,14217,4,50434,43,22763,21317,645
OH,NEW SPRINGFIELD,44443,7,50433,39.8,2030,1972,377
PA,KERSEY,15846,11,50427,43,3658,3603,357
CO,PLACERVILLE,81430,13,50427,50.4,684,684,481
MD,EARLEVILLE,21919,15,50424,50.4,3435,3253,257
MN,FAIRMONT,56031,20,50424,46.7,11952,11674,184
WV,EAST BANK,25067,47,50417,43.8,947,856,25
NH,HINSDALE,03451,46,50417,44,4011,3966,29
PA,BUENA VISTA,15018,11,50417,43,701,701,357
SD,TORONTO,57268,43,50417,38.5,494,467,25
AL,FRANKVILLE,36538,33,50417,53.8,409,121,85
OR,CANNON BEACH,97110,17,50417,48.8,1173,948,359
VA,YALE,23897,9,50417,54.5,551,314,432
WI,WESTBORO,54490,22,50417,43.9,853,851,145
GA,MOLENA,30258,10,50417,39.4,2811,2527,326
AL,TRINITY,35673,33,50417,37.7,7625,6630,85
IL,DENNISON,62423,5,50417,36.7,567,567,575
NY,CAMBRIDGE,12816,4,50417,46.9,4417,4331,645
MS,PURVIS,39475,39,50413,36.3,11680,10292,32
NY,WEST CHAZY,12992,4,50403,40,5103,5029,645
NH,NEWPORT,03773,46,50403,45.6,7557,7130,29
MI,BANCROFT,48414,14,50403,41.6,2960,2914,283
ME,STOCKTON SPRINGS,04981,48,50403,50.6,2233,2211,30
NY,TABERG,13471,4,50402,40.6,3545,3409,645
MO,PLATTSBURG,64477,21,50401,44.3,3552,3244,188
WI,HOLCOMBE,54745,22,50400,52.5,2039,2015,145
PA,TYRONE,16686,11,50398,43.3,13133,12931,357
AL,OHATCHEE,36271,33,50395,42.8,5959,5764,85
AR,LAVACA,72941,37,50394,39.6,5792,5333,55
MA,WALES,01081,23,50393,44.1,1720,1688,273
WI,DURAND,54736,22,50393,44.3,4012,3875,145
NY,CONSTABLEVILLE,13325,4,50391,44.6,962,932,645
ME,LIVERMORE,04253,48,50391,44.2,2028,1992,30
WI,HILLPOINT,53937,22,50391,36.2,1002,994,145
IL,POLO,61064,5,50388,46.7,3475,3428,575
VA,PORT ROYAL,22535,9,50388,42.9,468,261,432
OK,TEXHOMA,73949,35,50385,37.7,1477,1077,79
MN,MELROSE,56352,20,50385,40.8,6001,5655,184
GA,BROOKLET,30415,10,50382,41,6054,5450,326
GA,PERRY,31069,10,50378,37.7,20399,12753,326
FL,DAVENPORT,33897,3,50377,39.4,16609,13414,694
NM,SAPELLO,87745,34,50375,48.4,714,487,76
KS,AXTELL,66403,29,50375,40.6,751,729,94
TX,CENTER POINT,78010,2,50370,53.8,2892,2599,1042
IA,WESTFIELD,51062,32,50369,40.6,563,556,89
WI,PESHTIGO,54157,22,50368,42.1,5961,5750,145
MI,SARANAC,48881,14,50366,39.5,5671,5470,283
OH,BURBANK,44214,7,50366,42.3,1941,1917,377
PA,CONNEAUTVILLE,16406,11,50366,43.2,3486,3417,357
ME,KINGFIELD,04947,48,50365,51.8,1598,1555,30
TX,SIMMS,75574,2,50365,44.5,1828,1735,1042
IL,BRIDGEVIEW,60455,5,50365,38.1,16397,14185,575
MN,COTTON,55724,20,50357,52,803,774,184
SD,BUFFALO,57720,43,50357,41.2,634,609,25
MN,BOYD,56218,20,50357,45.6,576,573,184
IL,LINDENWOOD,61049,5,50357,41.9,557,524,575
IA,WODEN,50484,32,50357,42.3,409,374,89
ND,FORTUNA,58844,49,50357,43.5,216,213,13
PA,PITTSBURGH,15226,11,50356,40,13651,12106,357
NY,NEWFANE,14108,4,50352,40.3,5825,5775,645
TN,BUFFALO VALLEY,38548,19,50350,38.7,694,671,180
PA,NATRONA HEIGHTS,15065,11,50342,43.5,11684,11193,357
KS,SAINT GEORGE,66535,29,50341,36.1,2781,2449,94
TN,NORMANDY,37360,19,50341,49.5,1708,1703,180
IA,MANLY,50456,32,50341,42.9,1815,1740,89
KS,HOLTON,66436,29,50339,41,5675,5278,94
TN,BON AQUA,37025,19,50339,40.7,5356,5228,180
TX,WHITESBORO,76273,2,50338,44.6,8496,8109,1042
OH,BELMONT,43718,7,50333,43.2,3364,3294,377
MN,CLARKFIELD,56223,20,50333,45,1338,1315,184
OK,COVINGTON,73730,35,50333,35.1,717,712,79
MI,MONTAGUE,49437,14,50330,42.5,6919,6642,283
AL,ECLECTIC,36024,33,50329,46.5,5082,4616,85
NC,MONROE,28112,12,50326,38.9,27023,19173,338
ME,SEBAGO,04029,48,50321,49.1,1651,1614,30
IL,RAYMOND,62560,5,50321,48.3,1112,1075,575
IA,SIOUX CITY,51108,32,50321,38.4,5714,5141,89
SC,FOUNTAIN INN,29644,25,50318,38.6,19489,14216,131
AL,PRATTVILLE,36067,33,50315,37.2,28092,21777,85
IA,OLDS,52647,32,50313,36.5,200,197,89
KS,SHARON,67138,29,50313,46.1,275,266,94
IA,RICHLAND,52585,32,50313,41.1,980,980,89
NE,NICKERSON,68044,38,50313,54.1,635,569,58
WA,DALLESPORT,98617,6,50313,50.4,1122,1079,757
WI,WHITEHALL,54773,22,50313,42.3,3396,3250,145
IL,REDMON,61949,5,50313,53.4,124,124,575
IL,GIRARD,62640,5,50313,42.5,3828,3694,575
MI,HENDERSON,48841,14,50313,35.6,944,912,283
IL,LITTLE YORK,61453,5,50313,36.6,678,677,575
PA,VENANGO,16440,11,50313,45.6,948,938,357
AZ,AMADO,85645,8,50306,41.2,1927,1681,488
KS,WATHENA,66090,29,50301,44.9,2546,2394,94
IA,CALMAR,52132,32,50300,37.6,1798,1780,89
NY,KIRKWOOD,13795,4,50299,44.8,3704,3653,645
OH,MIDDLETOWN,45042,7,50298,43.9,26247,24341,377
MN,ERHARD,56534,20,50294,47.3,1241,1183,184
SC,TAMASSEE,29686,25,50294,52.6,568,506,131
PA,COLUMBIA,17512,11,50289,39.3,17768,16164,357
OK,RED OAK,74563,35,50288,37.9,2345,1455,79
SD,STICKNEY,57375,43,50288,45.3,758,744,25
PA,MOUNT PLEASANT,15666,11,50287,48.6,16370,15952,357
OR,HARRISBURG,97446,17,50285,38.5,4890,4493,359
MS,FLORA,39071,39,50280,39.8,5896,2972,32
MI,SOUTHGATE,48195,14,50280,43.2,29518,25847,283
TX,SALTILLO,75478,2,50278,41.7,1034,1030,1042
CA,COYOTE,95013,1,50278,44.7,57,53,2821
ID,KENDRICK,83537,36,50278,50.6,1158,1080,67
KS,ABILENE,67410,29,50277,41.8,10292,9750,94
OH,RUSHVILLE,43150,7,50268,35.4,2341,2305,377
MO,PERRYVILLE,63775,21,50264,39,16548,16048,188
WI,SAINT CROIX FALLS,54024,22,50260,46.5,4717,4575,145
IN,REMINGTON,47977,16,50259,44.5,1945,1920,221
OH,GRATIS,45330,7,50259,45.7,895,879,377
KY,HAWESVILLE,42348,26,50256,40.2,5512,5323,116
NY,WAVERLY,14892,4,50253,41.6,8146,7972,645
WI,BARRON,54812,22,50252,41,5374,4806,145
MO,IONIA,65335,21,50250,48.5,165,165,188
IL,HINDSBORO,61930,5,50250,35.1,495,471,575
UT,RANDLETT,84063,27,50250,46.5,374,260,101
IL,HAMILTON,62341,5,50250,46.1,3535,3471,575
MA,COLRAIN,01340,23,50250,48.4,1686,1605,273
FL,DELRAY BEACH,33445,3,50246,49.5,30461,21410,694
SC,POMARIA,29126,25,50245,50.8,2194,1780,131
VA,CENTER CROSS,22437,9,50244,38.9,1079,806,432
KY,WEBSTER,40176,26,50240,35.1,1019,954,116
TX,SHINER,77984,2,50239,47.8,4074,3526,1042
WI,FLORENCE,54121,22,50237,50.5,3247,3208,145
OH,SENECAVILLE,43780,7,50231,45.1,1756,1738,377
OH,CUMBERLAND,43732,7,50224,48.5,1742,1718,377
ID,WORLEY,83876,36,50223,49.3,1780,1149,67
VT,WALLINGFORD,05773,51,50221,45.3,2195,2119,8
IL,VIOLA,61486,5,50221,44,1439,1407,575
KY,LOUISVILLE,40272,26,50219,38.4,38519,35190,116
MN,WHEATON,56296,20,50214,48.5,2073,1955,184
CO,WELDONA,80653,13,50208,49.6,661,655,481
IN,WILLIAMS,47470,16,50208,44.8,1764,1742,221
NE,JOHNSON,68378,38,50208,54.5,608,604,58
WI,UNITY,54488,22,50208,35.9,1073,1057,145
MI,KINROSS,49752,14,50203,38.3,912,605,283
MO,HIGGINSVILLE,64037,21,50203,39.9,6079,5767,188
IA,PARKERSBURG,50665,32,50202,42.8,2799,2713,89
NH,LISBON,03585,46,50202,46.1,2651,2586,29
MI,CLIO,48420,14,50197,43.5,21645,20723,283
AZ,RIMROCK,86335,8,50192,46.5,6025,5426,488
IN,NORMAN,47264,16,50188,47.5,1754,1754,221
NE,CENTRAL CITY,68826,38,50188,43.9,3989,3802,58
AL,RAINBOW CITY,35906,33,50186,38.4,10064,9008,85
MN,MADISON,56256,20,50186,52.7,2536,2425,184
TX,THREE RIVERS,78071,2,50184,37.3,4333,3571,1042
LA,ETHEL,70730,28,50183,38.8,3841,2239,84
IL,CREST HILL,60403,5,50180,38.3,18415,12609,575
PA,ERIE,16511,11,50180,39.8,12031,10422,357
IL,NEW HOLLAND,62671,5,50179,49.1,344,333,575
AL,MONTGOMERY,36109,33,50179,39.6,24430,17408,85
ME,PERHAM,04766,48,50179,40.8,401,376,30
MN,GREENWALD,56335,20,50179,39.5,221,221,184
IN,MIDDLETOWN,47356,16,50179,42.2,5832,5719,221
NE,EMERSON,68733,38,50179,41.9,1409,1318,58
CO,COLORADO SPRINGS,80917,13,50176,36.3,31262,24652,481
VA,VINTON,24179,9,50174,42.6,18671,17235,432
KY,CATLETTSBURG,41129,26,50173,45.8,10331,10198,116
NE,GENEVA,68361,38,50172,44.9,2527,2412,58
IA,DONNELLSON,52625,32,50172,42.7,2541,2511,89
IN,ANDREWS,46702,16,50170,45.4,2251,2200,221
HI,CAPTAIN COOK,96704,31,50169,41.3,7873,2884,99
NY,CLARK MILLS,13321,4,50168,37.9,1247,1247,645
VA,PROSPECT,23960,9,50167,54.1,1781,1126,432
NH,GOSHEN,03752,46,50167,47.1,770,739,29
KS,HAVEN,67543,29,50167,39.1,1927,1800,94
NY,WILLIAMSON,14589,4,50167,43.9,7578,6915,645
AR,GRAPEVINE,72057,37,50164,35.7,926,888,55
PA,MIFFLINBURG,17844,11,50163,39.4,10426,10055,357
GA,PALMETTO,30268,10,50162,35.1,9682,6198,326
MN,RICHVILLE,56576,20,50156,51.5,712,684,184
GA,MEANSVILLE,30256,10,50156,40.5,2466,2186,326
IN,VELPEN,47590,16,50156,42.7,513,513,221
KS,LIBERTY,67351,29,50156,46.2,486,475,94
IN,GOSPORT,47433,16,50153,40.4,4058,3994,221
GA,RISING FAWN,30738,10,50152,45.7,3924,3890,326
PA,ROARING BRANCH,17765,11,50150,41.1,1175,1159,357
NY,CHATEAUGAY,12920,4,50150,43.1,2720,2500,645
TN,BETHPAGE,37022,19,50149,40.3,5974,5656,180
WI,BLACK RIVER FALLS,54615,22,50148,42.6,10921,9068,145
HI,VOLCANO,96785,31,50148,49.6,2506,1721,99
VT,JACKSONVILLE,05342,51,50147,51.2,600,595,8
IA,BUSSEY,50044,32,50142,42.3,1123,1120,89
IN,COMMISKEY,47227,16,50139,36.8,1928,1928,221
IN,NEW RICHMOND,47967,16,50139,40.5,738,733,221
IL,SHIRLEY,61772,5,50139,48.2,311,311,575
WV,MARTINSBURG,25404,47,50138,36.7,21859,18177,25
WI,COLEMAN,54112,22,50136,40.5,2261,2246,145
IL,PROPHETSTOWN,61277,5,50136,48.3,3099,3014,575
OK,SPARKS,74869,35,50134,47,868,741,79
IA,MOUNT PLEASANT,52641,32,50133,38,12234,10862,89
MI,OTSEGO,49078,14,50130,43,8743,8505,283
PA,HOUSTON,15342,11,50128,44.5,4941,4365,357
IN,EVANSVILLE,47711,16,50126,41.6,31709,29054,221
WI,NORTH FREEDOM,53951,22,50125,41.1,2346,2140,145
IA,COIN,51636,32,50125,48.7,462,462,89
MI,ATHENS,49011,14,50121,40.5,2182,2120,283
IA,BRITT,50423,32,50117,45.6,2919,2809,89
MN,ELBOW LAKE,56531,20,50114,44.6,1927,1883,184
NY,WOODRIDGE,12789,4,50114,42.5,1713,1260,645
DE,FRANKFORD,19945,45,50112,42.2,7483,6173,25
